name,brand,shop_type,address,housenumber,street,city,state,postcode,lat,lon,phone,website,opening_hours,services,is_chain,available_24_7,osm_type,osm_id,osm_url
Auto Parts and Paint,,car_parts,"2824 South Locust Street, Grand Island, NE 68801",2824,South Locust Street,Grand Island,NE,68801,40.894088,-98.3404356,,,,,False,False,node,8758746825,https://www.openstreetmap.org/node/8758746825
Auto Plus,Auto Plus,car_parts,"2030 Cornhusker Highway, Lincoln, NE 68521",2030,Cornhusker Highway,Lincoln,NE,68521,40.8431039,-96.690658,,,,,False,False,way,992046398,https://www.openstreetmap.org/way/992046398
Auto Zone,,car_parts,"Towne Center Drive, Bellevue, Nebraska 68123",,Towne Center Drive,Bellevue,Nebraska,68123,41.1177562,-95.9464738,,,,,False,False,node,13650472247,https://www.openstreetmap.org/node/13650472247
AutoZone,AutoZone,car_parts,"Beatrice, NE 68310",,,Beatrice,NE,68310,40.2886274,-96.7456724,,https://www.autozone.com/locations/ne/beatrice/2220-n-6th-st.html,,,True,False,node,5123559913,https://www.openstreetmap.org/node/5123559913
AutoZone,AutoZone,car_parts,"601 East 23rd Street, Fremont, NE 68025",601,East 23rd Street,Fremont,NE,68025,41.451076,-96.489449,,https://www.autozone.com/locations/ne/fremont/601-e-23rd-st.html,,,True,False,node,7321669454,https://www.openstreetmap.org/node/7321669454
AutoZone,AutoZone,car_parts,"18510 Wright Street, OMaha, NE 68130",18510,Wright Street,OMaha,NE,68130,41.2335142,-96.2047327,,https://www.autozone.com/locations/ne/omaha/18510-wright-st.html,,,True,False,node,7331817104,https://www.openstreetmap.org/node/7331817104
AutoZone,AutoZone,car_parts,"Shady Creek Road, Lincoln, Nebraska 68506",,Shady Creek Road,Lincoln,Nebraska,68506,40.7572072,-96.6430722,,https://www.autozone.com/locations/ne/lincoln/5500-s-56th-st.html,,,True,False,node,11016972274,https://www.openstreetmap.org/node/11016972274
AutoZone,AutoZone,car_parts,"Cimarron Plaza, Hastings, Nebraska 68902",,Cimarron Plaza,Hastings,Nebraska,68902,40.6207179,-98.3839845,,https://www.autozone.com/locations/ne/hastings/3503-osborne-dr-w.html,,,True,False,node,11133820887,https://www.openstreetmap.org/node/11133820887
AutoZone,AutoZone,car_parts,"1179 Joseph Plaza, Papillion, NE 68046",1179,Joseph Plaza,Papillion,NE,68046,41.1746738,-96.0243586,+14023318231,,,,True,False,node,11768230914,https://www.openstreetmap.org/node/11768230914
AutoZone,AutoZone,car_parts,"North 90th Street, Omaha, Nebraska 68134",,North 90th Street,Omaha,Nebraska,68134,41.2872124,-96.0541566,,,,,True,False,node,12803281349,https://www.openstreetmap.org/node/12803281349
AutoZone,AutoZone,car_parts,"Scott Road, Papillion, Nebraska 68046",,Scott Road,Papillion,Nebraska,68046,41.1415724,-96.0435677,,,,,True,False,node,13299015879,https://www.openstreetmap.org/node/13299015879
AutoZone,AutoZone,car_parts,"Vinton Street, Omaha, Nebraska 68108",,Vinton Street,Omaha,Nebraska,68108,41.2290715,-95.9474982,,,,,True,False,node,13743447051,https://www.openstreetmap.org/node/13743447051
AutoZone,AutoZone,car_parts,"Q Street, Omaha, Nebraska 68135",,Q Street,Omaha,Nebraska,68135,41.2046505,-96.121745,,https://www.autozone.com/locations/ne/omaha/13333-q-st.html,,,True,False,way,184102285,https://www.openstreetmap.org/way/184102285
AutoZone,AutoZone,car_parts,"4972 C Street, Omaha, NE 68106",4972,C Street,Omaha,NE,68106,41.2418362,-95.9898086,+1-402-553-3600,https://www.autozone.com/locations/ne/omaha/4972-center-rd.html,Mo-Sa 07:30-22:00; Su 08:00-22:00,,True,False,way,406328703,https://www.openstreetmap.org/way/406328703
AutoZone,AutoZone,car_parts,"Omaha, NE",,,Omaha,NE,,41.2928788,-96.1264528,,https://www.autozone.com/locations/ne/omaha/13708-w-maple-rd.html,,,True,False,way,489001539,https://www.openstreetmap.org/way/489001539
AutoZone,AutoZone,car_parts,"1717 West 2nd Street, Grand Island",1717,West 2nd Street,Grand Island,,,40.9173397,-98.3570886,,https://www.autozone.com/locations/ne/grand-island/1717-w-2nd-st.html,,,True,False,way,549333156,https://www.openstreetmap.org/way/549333156
AutoZone,AutoZone,car_parts,"Avenue B, Scottsbluff, Nebraska 69361",,Avenue B,Scottsbluff,Nebraska,69361,41.8745597,-103.6653529,,,,,True,False,way,558062079,https://www.openstreetmap.org/way/558062079
AutoZone,AutoZone,car_parts,"805 North 48th Street, Lincoln, NE 68503",805,North 48th Street,Lincoln,NE,68503,40.8212298,-96.6543015,+1-402-467-6330,https://www.autozone.com/locations/ne/lincoln/805-n-48th-st.html,Mo-Sa 07:30-22:00; Su 08:00-21:00,,True,False,way,697457187,https://www.openstreetmap.org/way/697457187
AutoZone,AutoZone,car_parts,"3333 North 85th Street, Lincoln, NE 68507",3333,North 85th Street,Lincoln,NE,68507,40.8470181,-96.6050124,+1-402-975-3660,https://www.autozone.com/locations/ne/lincoln/3333-n-85th-st.html,Mo-Sa 08:00-20:00; Su 09:00-20:00,,True,False,way,773018240,https://www.openstreetmap.org/way/773018240
AutoZone,AutoZone,car_parts,"2744 South 9th Street, Lincoln, NE 68502",2744,South 9th Street,Lincoln,NE,68502,40.7851214,-96.7077534,+1-402-417-1590,https://www.autozone.com/locations/ne/lincoln/2744-s-9th-street.html,Mo-Sa 07:30-22:00; Su 08:00-21:00,,True,False,way,1163068741,https://www.openstreetmap.org/way/1163068741
AutoZone,AutoZone,car_parts,"2904 Cornhusker Highway, Lincoln, NE 68504",2904,Cornhusker Highway,Lincoln,NE,68504,40.8431864,-96.6790493,+1-402-467-1075,https://www.autozone.com/locations/ne/lincoln/2904-cornhusker-hwy.html,"Mo-We, Fr-Sa 07:30-22:00; Th 07:30-20:00; Su 08:00-21:00",,True,False,way,1182617771,https://www.openstreetmap.org/way/1182617771
AutoZone,AutoZone,car_parts,"South Highway 6, Gretna, Nebraska 68028",,South Highway 6,Gretna,Nebraska,68028,41.1348851,-96.2467631,,https://www.autozone.com/locations/ne/gretna/638-s-highway-6.html,,,True,False,way,1215200522,https://www.openstreetmap.org/way/1215200522
Big Country Welding & Auto Body,,car_parts,"739 County Road 16, Wahoo, NE 68066",739,County Road 16,Wahoo,NE,68066,41.1093516,-96.6026403,+1-402-304-4594,,Mo-Fr 09:00-18:00,,False,False,way,804480514,https://www.openstreetmap.org/way/804480514
Boesch Hot Rod Concepts,,car_parts,"104 North 3rd Street, Humphrey, NE 68642",104,North 3rd Street,Humphrey,NE,68642,41.6922244,-97.4842988,+1-402-923-0770,https://boeschhotrodconcepts.com,Mo-Fr 07:00-17:30,,False,False,node,11725095987,https://www.openstreetmap.org/node/11725095987
Cape Truck Toppers,,car_parts,"1210 Nance Avenue, Lincoln, NE 68521",1210,Nance Avenue,Lincoln,NE,68521,40.8386406,-96.7033119,,,,,False,False,way,1134214922,https://www.openstreetmap.org/way/1134214922
Carquest,Carquest,car_parts,"303 South 15th Street, Ord, NE 68862",303,South 15th Street,Ord,NE,68862,41.601004,-98.9284032,,,,,True,False,node,6981358694,https://www.openstreetmap.org/node/6981358694
Carquest,Carquest,car_parts,"Noren Street, Superior, Nebraska 68978",,Noren Street,Superior,Nebraska,68978,40.0194191,-98.0520896,,,,,True,False,node,11226081528,https://www.openstreetmap.org/node/11226081528
Carquest,Carquest,car_parts,"North Lincoln Avenue, York, Nebraska 68467",,North Lincoln Avenue,York,Nebraska,68467,40.8694142,-97.5934064,,,,,True,False,way,553841090,https://www.openstreetmap.org/way/553841090
Christian Brothers Automotive Omaha,,car_parts,"North HWS Cleveland Boulevard, Omaha, Nebraska 68116",,North HWS Cleveland Boulevard,Omaha,Nebraska,68116,41.2914203,-96.1865932,,,,,False,False,way,937899414,https://www.openstreetmap.org/way/937899414
Falls City Auto Supply,,car_parts,"1820 Stone Street, Falls City, NE 68355",1820,Stone Street,Falls City,NE,68355,40.0635353,-95.6028293,,,,,False,False,node,11301126389,https://www.openstreetmap.org/node/11301126389
FleetPride,FleetPride,car_parts,"I Street, Omaha, Nebraska 68127",,I Street,Omaha,Nebraska,68127,41.2155861,-96.0753368,,,,,False,False,way,948550780,https://www.openstreetmap.org/way/948550780
Hiland Truck Parts and Service,,car_parts,"Highway 26, Scottsbluff, Nebraska 69361",,Highway 26,Scottsbluff,Nebraska,69361,41.8582393,-103.628127,,,,,False,False,way,1240481352,https://www.openstreetmap.org/way/1240481352
Interstate Batteries,Interstate Batteries,car_parts,"Rose Blumkin Drive, Omaha, Nebraska 68182",,Rose Blumkin Drive,Omaha,Nebraska,68182,41.2515136,-96.0243678,,,,,False,False,node,12075935961,https://www.openstreetmap.org/node/12075935961
Kirby NAPA Auto Parts,,car_parts,"308 North Spruce Street, Valley, NE 68064",308,North Spruce Street,Valley,NE,68064,41.3141156,-96.3450122,,,,,True,False,node,6366238642,https://www.openstreetmap.org/node/6366238642
Mechanics Inc,,car_parts,"Salt Creek, NE 68003",,,Salt Creek,NE,68003,41.0151443,-96.3882984,+1-402-944-7588,https://mechanicsbank.com/,Mo-Sa 08:00-17:00,,False,False,way,804786928,https://www.openstreetmap.org/way/804786928
Monzter Racing,,car_parts,"1340 Rose Street, Lincoln, NE 68502",1340,Rose Street,Lincoln,NE,68502,40.7950129,-96.7016912,,,,,False,False,node,13654935616,https://www.openstreetmap.org/node/13654935616
NAPA Auto Parts,NAPA Auto Parts,car_parts,"4th Avenue, Holdrege, Nebraska 68949",,4th Avenue,Holdrege,Nebraska,68949,40.4382591,-99.366742,,,,,True,False,node,3826026768,https://www.openstreetmap.org/node/3826026768
NAPA Auto Parts,NAPA Auto Parts,car_parts,"305 North 4th Street, Pender, NE 68047",305,North 4th Street,Pender,NE,68047,42.1165376,-96.7068604,,,,,True,False,node,6326676721,https://www.openstreetmap.org/node/6326676721
NAPA Auto Parts,NAPA Auto Parts,car_parts,"1437 Silver Street, Ashland, NE 68003",1437,Silver Street,Ashland,NE,68003,41.0388525,-96.3692442,+1-402-944-3421,https://www.napaonline.com/,Mo-Fr 07:30-17:30; Sa 07:30-13:00,,True,False,node,7527789824,https://www.openstreetmap.org/node/7527789824
NAPA Auto Parts,NAPA Auto Parts,car_parts,"North Commercial Avenue, Superior, Nebraska 68978",,North Commercial Avenue,Superior,Nebraska,68978,40.0195247,-98.07032,,,,,True,False,node,11226101616,https://www.openstreetmap.org/node/11226101616
NAPA Auto Parts,NAPA Auto Parts,car_parts,"5th Street, Edgar, Nebraska 68935",,5th Street,Edgar,Nebraska,68935,40.3721866,-97.9742515,,,,,True,False,node,11228277953,https://www.openstreetmap.org/node/11228277953
NAPA Auto Parts,NAPA Auto Parts,car_parts,"1389 Progressive Road, Seward, NE 68434",1389,Progressive Road,Seward,NE,68434,40.8855518,-97.1026385,+1-402-643-2915,,Mo-Fr 07:30-18:00; Sa 07:30-12:00,,True,False,node,12888880377,https://www.openstreetmap.org/node/12888880377
NAPA Auto Parts,NAPA Auto Parts,car_parts,"East Main Street, Bloomfield, Nebraska 68718",,East Main Street,Bloomfield,Nebraska,68718,42.5987018,-97.6454342,,,,,True,False,node,13264560396,https://www.openstreetmap.org/node/13264560396
NAPA Auto Parts,NAPA Auto Parts,car_parts,"South 133rd Court, Omaha, Nebraska 68137",,South 133rd Court,Omaha,Nebraska,68137,41.2046757,-96.1226427,,,,,True,False,way,184102300,https://www.openstreetmap.org/way/184102300
NAPA Auto Parts,NAPA Auto Parts,car_parts,"Cornhusker Road, Bellevue, Nebraska 68133",,Cornhusker Road,Bellevue,Nebraska,68133,41.1588909,-95.9460275,,,,,True,False,way,432556208,https://www.openstreetmap.org/way/432556208
NAPA Auto Parts,NAPA Auto Parts,car_parts,"2908 Old Fair Road, Grand Island, NE 68801",2908,Old Fair Road,Grand Island,NE,68801,40.916381,-98.3735887,,,,,True,False,way,549579219,https://www.openstreetmap.org/way/549579219
NAPA Auto Parts,NAPA Auto Parts,car_parts,"1220 North Washington Street, Papillion, NE 68046",1220,North Washington Street,Papillion,NE,68046,41.1739287,-96.0438679,+1-402-979-8780,https://www.napaonline.com/en/ne/papillion/store/802266?sdref=modal,Mo-Fr 07:30-19:00; Sa 08:00-18:00; Su 09:00-16:00,,True,False,way,729120627,https://www.openstreetmap.org/way/729120627
NAPA Auto Parts,NAPA Auto Parts,car_parts,"Omaha, NE 68106",,,Omaha,NE,68106,41.2412042,-95.9812903,,https://www.napaautocare.com/,,,True,False,way,806645783,https://www.openstreetmap.org/way/806645783
NAPA Auto Parts,NAPA Auto Parts,car_parts,"Highland Road, Scottsbluff, Nebraska 69363",,Highland Road,Scottsbluff,Nebraska,69363,41.860604,-103.6287154,,,,,True,False,way,1240480602,https://www.openstreetmap.org/way/1240480602
NAPA Auto Parts,NAPA Auto Parts,car_parts,"East 2nd Street, Rushville, Nebraska",,East 2nd Street,Rushville,Nebraska,,42.7183936,-102.4619871,,,,,True,False,way,1390767167,https://www.openstreetmap.org/way/1390767167
NAPA Auto Parts,NAPA Auto Parts,car_parts,"Central Avenue, Grant, Nebraska 69140",,Central Avenue,Grant,Nebraska,69140,40.8424512,-101.7254929,,,,,True,False,way,1393409776,https://www.openstreetmap.org/way/1393409776
NAPA Auto Parts - Genuine Parts Company;NAPA Auto Parts Cappel Auto Supply,,car_parts,"6160 Grover Street, Omaha, NE 68106",6160,Grover Street,Omaha,NE,68106,41.227483,-96.0083194,+1-402-554-4500;+1-402-554-4581,https://www.napaonline.com/,Mo-Fr 07:30-19:00;Sa 08:00-17:00;Su 09:00-16:00;Mo-Fr 07:30-17:30;Su 08:00-16:00,,True,False,node,7535568245,https://www.openstreetmap.org/node/7535568245
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"1125 Dakota Avenue, South Sioux City, Nebraska 68776",1125,Dakota Avenue,South Sioux City,Nebraska,68776,42.478645,-96.4135968,+1-402-494-1073,https://locations.oreillyauto.com/ne/southsiouxcity/autoparts-394.html,,,True,False,node,2540294226,https://www.openstreetmap.org/node/2540294226
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"1823 North 6th Street, Beatrice, Nebraska 63810",1823,North 6th Street,Beatrice,Nebraska,63810,40.2842683,-96.7473349,,https://locations.oreillyauto.com/ne/beatrice/autoparts-749.html,,,True,False,node,2669513229,https://www.openstreetmap.org/node/2669513229
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"Valley Drive, Wayne, Nebraska 68787",,Valley Drive,Wayne,Nebraska,68787,42.2350241,-97.0072329,,https://locations.oreillyauto.com/ne/wayne/autoparts-4677.html,,,True,False,node,3790047388,https://www.openstreetmap.org/node/3790047388
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"Washington Street, Blair, Nebraska 68008",,Washington Street,Blair,Nebraska,68008,41.5441175,-96.1285617,,https://locations.oreillyauto.com/ne/blair/autoparts-1898.html,,,True,False,node,3807902531,https://www.openstreetmap.org/node/3807902531
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"11th Avenue, Holdrege, Nebraska 68949",,11th Avenue,Holdrege,Nebraska,68949,40.4454833,-99.3790211,,https://locations.oreillyauto.com/ne/holdrege/autoparts-2481.html,,,True,False,node,3826136617,https://www.openstreetmap.org/node/3826136617
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"1812 Ludwig Drive, Bellevue, Nebraska 68005",1812,Ludwig Drive,Bellevue,Nebraska,68005,41.1406561,-95.9093792,,https://locations.oreillyauto.com/ne/bellevue/autoparts-274.html,,,True,False,node,3911524106,https://www.openstreetmap.org/node/3911524106
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"North 205th Street, Omaha, Nebraska 68022",,North 205th Street,Omaha,Nebraska,68022,41.2727898,-96.2353345,,https://locations.oreillyauto.com/ne/elkhorn/autoparts-2197.html,,,True,False,node,4061007195,https://www.openstreetmap.org/node/4061007195
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"11055 West Maple Road, Omaha, NE 68164",11055,West Maple Road,Omaha,NE,68164,41.2877924,-96.0854949,+1-402-493-6016,https://locations.oreillyauto.com/ne/omaha/autoparts-1498.html,,,True,False,node,4131828955,https://www.openstreetmap.org/node/4131828955
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"Deer Park Boulevard, Omaha, Nebraska 68108",,Deer Park Boulevard,Omaha,Nebraska,68108,41.2278775,-95.9477277,,https://locations.oreillyauto.com/ne/omaha/autoparts-288.html,,,True,False,node,4679466849,https://www.openstreetmap.org/node/4679466849
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"1820 10th Street, Gering 69341",1820,10th Street,Gering,,69341,41.8271043,-103.6598128,,,,,True,False,node,5040288171,https://www.openstreetmap.org/node/5040288171
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"Plum Creek Parkway, Lexington, Nebraska 68850",,Plum Creek Parkway,Lexington,Nebraska,68850,40.7618201,-99.7404957,,https://locations.oreillyauto.com/ne/lexington/autoparts-4799.html,,,True,False,node,5842673128,https://www.openstreetmap.org/node/5842673128
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"425 Bryan Circle, Gretna, Nebraska 68028",425,Bryan Circle,Gretna,Nebraska,68028,41.1353484,-96.2440202,,https://locations.oreillyauto.com/ne/gretna/autoparts-4985.html,,,True,False,node,7244272484,https://www.openstreetmap.org/node/7244272484
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"1236 North Chestnut Street, Wahoo, NE 68066",1236,North Chestnut Street,Wahoo,NE,68066,41.2175529,-96.6214935,+1-402-443-3555,https://locations.oreillyauto.com/ne/wahoo/autoparts-5646.html,Mo-Sa 07:30-19:00; Su 09:00-17:00,,True,False,node,7524318267,https://www.openstreetmap.org/node/7524318267
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"23rd Street, Columbus, Nebraska 68601",,23rd Street,Columbus,Nebraska,68601,41.4392174,-97.369926,,https://locations.oreillyauto.com/ne/columbus/autoparts-681.html,,,True,False,node,9595523878,https://www.openstreetmap.org/node/9595523878
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"5500 Old Cheney Road, Lincoln, Nebraska 68516",5500,Old Cheney Road,Lincoln,Nebraska,68516,40.7561594,-96.6461853,,https://locations.oreillyauto.com/ne/lincoln/autoparts-6243.html,,,True,False,node,11035080652,https://www.openstreetmap.org/node/11035080652
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"2623 Harlan Street, Falls City, NE 68355",2623,Harlan Street,Falls City,NE,68355,40.0718516,-95.6025815,,https://locations.oreillyauto.com/ne/fallscity/autoparts-5895.html,,,True,False,node,11301126394,https://www.openstreetmap.org/node/11301126394
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"2202 Colfax Street, Schuyler, NE 68661",2202,Colfax Street,Schuyler,NE,68661,41.4602582,-97.0587928,,https://locations.oreillyauto.com/ne/schuyler/autoparts-5911.html,,,True,False,node,11520761749,https://www.openstreetmap.org/node/11520761749
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"2602 Avenue I, Scottsbluff, NE 69361",2602,Avenue I,Scottsbluff,NE,69361,41.8731824,-103.676191,+1-308-632-8005,https://locations.oreillyauto.com/ne/scottsbluff/autoparts-4486.html,,,True,False,node,11728491947,https://www.openstreetmap.org/node/11728491947
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"West 3rd Street, Alliance, Nebraska 69301",,West 3rd Street,Alliance,Nebraska,69301,42.0972799,-102.8891781,,,,,True,False,node,12374197134,https://www.openstreetmap.org/node/12374197134
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"Hickory Street, Sidney, Nebraska 69162",,Hickory Street,Sidney,Nebraska,69162,41.1455736,-102.972571,,,,,True,False,node,13004584147,https://www.openstreetmap.org/node/13004584147
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"South 133rd Court, Omaha, Nebraska 68137",,South 133rd Court,Omaha,Nebraska,68137,41.2046652,-96.1220895,,https://locations.oreillyauto.com/ne/omaha/autoparts-306.html,,,True,False,way,184102298,https://www.openstreetmap.org/way/184102298
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"120 O Street, Lincoln, Nebraska 68508",120,O Street,Lincoln,Nebraska,68508,40.8142467,-96.7191795,+1-402-475-1166,https://locations.oreillyauto.com/ne/lincoln/autoparts-277.html,Mo-Sa 07:30-22:00; Su 08:00-21:00,,True,False,way,218999240,https://www.openstreetmap.org/way/218999240
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"2989 Progressive Road, Seward, NE 68434",2989,Progressive Road,Seward,NE,68434,40.8824602,-97.1025994,,https://locations.oreillyauto.com/ne/seward/autoparts-2100.html,,,True,False,way,504098629,https://www.openstreetmap.org/way/504098629
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"East 23rd Avenue North, Fremont, Nebraska 68025",,East 23rd Avenue North,Fremont,Nebraska,68025,41.4518817,-96.4740445,,https://locations.oreillyauto.com/ne/fremont/autoparts-397.html,,,True,False,way,505434070,https://www.openstreetmap.org/way/505434070
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"210 North Washington Street, Papillion, NE 68046",210,North Washington Street,Papillion,NE,68046,41.1583285,-96.0436256,,https://locations.oreillyauto.com/ne/papillion/autoparts-296.html,,,True,False,way,549231488,https://www.openstreetmap.org/way/549231488
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"West A Street, McCook, Nebraska 69001",,West A Street,McCook,Nebraska,69001,40.198168,-100.6402797,,,,,True,False,way,550464050,https://www.openstreetmap.org/way/550464050
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"10757 Q Street, Omaha, NE 68127",10757,Q Street,Omaha,NE,68127,41.204993,-96.0795301,+1 402 331 8446,https://locations.oreillyauto.com/ne/omaha/autoparts-291.html,,,True,False,way,873208839,https://www.openstreetmap.org/way/873208839
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"1201 North 48th Street, Lincoln, NE 68504",1201,North 48th Street,Lincoln,NE,68504,40.8254967,-96.6544944,+1-402-466-4663,,Mo-Sa 07:30-22:00; Su 08:00-21:00,,True,False,way,903814754,https://www.openstreetmap.org/way/903814754
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"1525 Cornhusker Highway, Lincoln, NE 68521",1525,Cornhusker Highway,Lincoln,NE,68521,40.8404034,-96.6981034,,https://locations.oreillyauto.com/ne/lincoln/autoparts-278.html,,,True,False,way,992056988,https://www.openstreetmap.org/way/992056988
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"North 168th Court, Omaha, Nebraska 68116",,North 168th Court,Omaha,Nebraska,68116,41.2891935,-96.1780448,,https://locations.oreillyauto.com/ne/omaha/autoparts-5949.html,,,True,False,way,1083047677,https://www.openstreetmap.org/way/1083047677
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"East 1st Street, Ogallala, Nebraska 69153",,East 1st Street,Ogallala,Nebraska,69153,41.1255973,-101.7157529,,https://locations.oreillyauto.com/ne/ogallala/autoparts-5581.html,,,True,False,way,1189740101,https://www.openstreetmap.org/way/1189740101
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"South 13th Street, Norfolk, Nebraska 68701",,South 13th Street,Norfolk,Nebraska,68701,42.0197528,-97.4271102,,,,,True,False,way,1335266588,https://www.openstreetmap.org/way/1335266588
